fund_type,fund_style,asset_size,ranking_score,current_stocks,current_bonds,current_cash,ind_0,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,ind_7,ind_8,ind_9,ind_10,ind_11,ind_12,ind_13,ind_14,ind_15,ind_16,ind_17
混合型,大盘平衡,"(2.009, 4.665]","(0.75, 1.0]",0.8925,0.0,0.11220000000000001,0.8023,0.04,0.013600000000000001,0.0181,0.0,0.0,0.0,0.0,0.0,0.0184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票型,大盘平衡,"(4.665, 9.03]","(0.5, 0.75]",0.9364,0.0591,0.0166,0.6907,0.0973,0.07429999999999999,0.0596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.5, 0.75]",0.9205,0.0,0.0812,0.6453,0.1274,0.0495,0.0776,0.0,0.0,0.0,0.020099999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(2.009, 4.665]","(0.5, 0.75]",0.9422,0.047599999999999996,0.0175,0.41119999999999995,0.2913,0.0349,0.0496,0.0,0.0286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(2.009, 4.665]","(0.5, 0.75]",0.94,0.0391,0.021400000000000002,0.5216,0.0519,0.08449999999999999,0.0455,0.0,0.0,0.0599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.9395,0.016,0.046799999999999994,0.7082999999999999,0.052000000000000005,0.0,0.0,0.0,0.1413,0.0,0.0,0.0,0.0379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(9.03, 19.83]","(0.75, 1.0]",0.8144,0.0329,0.1609,0.5293,0.0646,0.0455,0.0,0.0712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0493
混合型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.8145,0.0,0.1819,0.6265999999999999,0.0209,0.1637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0
股票型,中盘价值,"(4.665, 9.03]","(0.0, 0.25]",0.8931999999999999,0.0,0.10800000000000001,0.4842,0.08039999999999999,0.0,0.0819,0.0,0.0,0.0,0.0495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050499999999999996,0.0,0.0
混合型,中盘价值,"(4.665, 9.03]","(0.25, 0.5]",0.8942,0.0,0.1465,0.7548999999999999,0.0,0.0339,0.0492,0.0,0.0304,0.0255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.8715,0.0007000000000000001,0.11630000000000001,0.3897,0.07780000000000001,0.0,0.10060000000000001,0.0,0.0,0.12869999999999998,0.06280000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.75, 1.0]",0.9133,0.0553,0.0286,0.6457999999999999,0.0405,0.0,0.10400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0351,0.0332,0.0,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(19.83, 186.94]","(0.75, 1.0]",0.9117000000000001,0.0883,0.0155,0.3716,0.2852,0.0727,0.0356,0.0286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(4.665, 9.03]","(0.5, 0.75]",0.9163,0.0659,0.023399999999999997,0.5078,0.0287,0.0,0.1943,0.0664,0.0,0.0,0.0,0.0,0.0,0.0,0.044800000000000006,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.9098,0.0527,0.049100000000000005,0.5034000000000001,0.0,0.22769999999999999,0.0,0.0,0.0,0.0,0.0308,0.0,0.0,0.0,0.0,0.0,0.0682,0.0,0.0,0.0253,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.75, 1.0]",0.9224,0.0444,0.0302,0.4576,0.0,0.0698,0.2054,0.0,0.0,0.0764,0.0,0.0,0.0,0.0,0.0547,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.75, 1.0]",0.8881999999999999,0.0451,0.0667,0.5645,0.0384,0.0691,0.06269999999999999,0.0,0.0,0.0527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.0, 0.25]",0.9378,0.0683,0.0315,0.5373,0.08650000000000001,0.2245,0.0,0.0,0.0,0.0,0.0891,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.5, 0.75]",0.8384999999999999,0.1367,0.0242,0.3428,0.049699999999999994,0.2163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059500000000000004,0.0,0.0,0.0,0.0,0.07490000000000001,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.5, 0.75]",0.8162,0.0604,0.1247,0.4792,0.0708,0.1993,0.0333,0.0,0.0,0.0,0.0,0.0,0.0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.25, 0.5]",0.8421,0.1128,0.0472,0.4542,0.0,0.1264,0.0,0.0,0.0,0.0538,0.0,0.0,0.0,0.0,0.050199999999999995,0.0,0.0,0.0,0.0,0.0852,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.5, 0.75]",0.8924,0.08130000000000001,0.029900000000000003,0.4483,0.0696,0.2005,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0552,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.25, 0.5]",0.7961,0.0677,0.16510000000000002,0.4194,0.0,0.1267,0.0,0.0,0.0,0.06280000000000001,0.0,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0352,0.0
股票指数,大盘价值,"(2.009, 4.665]","(0.75, 1.0]",0.9105,0.06559999999999999,0.0223,0.3432,0.377,0.0,0.0382,0.0,0.0,0.0,0.028300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.0,0.0
混合型,大盘平衡,"(2.009, 4.665]","(0.25, 0.5]",0.7951999999999999,0.156,0.047599999999999996,0.36979999999999996,0.0722,0.1514,0.0388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0608,0.0,0.0,0.0,0.0,0.0,0.0
混合型,中盘价值,"(2.009, 4.665]","(0.75, 1.0]",0.8985,0.0604,0.042199999999999994,0.5313,0.0,0.1092,0.0,0.0,0.0,0.045700000000000005,0.0,0.0,0.0381,0.0,0.0906,0.0,0.0,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(4.665, 9.03]","(0.0, 0.25]",0.9087999999999999,0.0,0.0922,0.3987,0.2852,0.0339,0.038599999999999995,0.0,0.0,0.0,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(4.665, 9.03]","(0.5, 0.75]",0.8874,0.059800000000000006,0.054400000000000004,0.44179999999999997,0.2273,0.08539999999999999,0.086,0.0,0.0,0.034300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.75, 1.0]",0.8881,0.053200000000000004,0.0622,0.6029,0.0364,0.1724,0.026600000000000002,0.0,0.0,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.8472,0.0,0.1489,0.5546,0.0387,0.0,0.0,0.0708,0.0,0.0434,0.061399999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,中盘价值,"(19.83, 186.94]","(0.5, 0.75]",0.9418000000000001,0.0,0.061,0.5415,0.0693,0.0,0.1517,0.0,0.0,0.1259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.7978000000000001,0.001,0.207,0.4961,0.0,0.1008,0.0,0.0,0.0,0.0,0.0,0.0,0.044800000000000006,0.0,0.0463,0.056900000000000006,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(4.665, 9.03]","(0.75, 1.0]",0.8170999999999999,0.0405,0.12869999999999998,0.502,0.0,0.07490000000000001,0.0863,0.0,0.0,0.0706,0.0,0.0,0.0,0.0,0.0,0.0,0.036699999999999997,0.0,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.75, 1.0]",0.8806,0.0,0.0659,0.6187,0.0,0.12050000000000001,0.0545,0.013300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0695,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(2.009, 4.665]","(0.75, 1.0]",0.9331,0.050499999999999996,0.023399999999999997,0.6587000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0403,0.0437,0.0,0.0353,0.0,0.1328,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.75, 1.0]",0.8175,0.0,0.20329999999999998,0.41159999999999997,0.0,0.24600000000000002,0.0,0.07490000000000001,0.0,0.025099999999999997,0.0,0.0235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.5, 0.75]",0.7603,0.0828,0.1589,0.5907,0.06269999999999999,0.030899999999999997,0.0317,0.0,0.0,0.0252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(2.009, 4.665]","(0.25, 0.5]",0.945,0.0362,0.0206,0.4454,0.29309999999999997,0.0429,0.0336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0
股票指数,大盘价值,"(9.03, 19.83]","(0.25, 0.5]",0.8641,0.0,0.1176,0.5193,0.1223,0.0762,0.050300000000000004,0.0,0.0,0.0273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.25, 0.5]",0.8331000000000001,0.0,0.17010000000000003,0.5858,0.0,0.09880000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0216,0.0,0.0,0.027999999999999997,0.0562,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.9155,0.0,0.0859,0.65,0.0971,0.013999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053200000000000004,0.0925,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.5, 0.75]",0.9175,0.0,0.0817,0.5795,0.0,0.25739999999999996,0.0,0.0,0.0116,0.0,0.028300000000000002,0.0,0.0276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.25, 0.5]",0.7911,0.1734,0.038900000000000004,0.4619,0.0209,0.2609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115,0.0,0.0,0.0,0.0,0.0215,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.8898999999999999,0.0004,0.10859999999999999,0.5521,0.0,0.2364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030600000000000002,0.0285,0.0384,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(4.665, 9.03]","(0.5, 0.75]",0.9440000000000001,0.0131,0.0441,0.41600000000000004,0.3111,0.0338,0.043,0.0,0.0,0.0,0.04019999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.5, 0.75]",0.8611,0.0008,0.1977,0.5995,0.0,0.0732,0.025,0.0,0.0,0.041100000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.053200000000000004,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.5, 0.75]",0.8819,0.059699999999999996,0.060899999999999996,0.8281999999999999,0.0024,0.0,0.0128,0.0,0.035,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(2.009, 4.665]","(0.75, 1.0]",0.8107,0.0,0.18960000000000002,0.5848,0.0335,0.107,0.0269,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.25, 0.5]",0.7509,0.215,0.0241,0.5390999999999999,0.07,0.0821,0.0,0.0,0.0388,0.0,0.0,0.0,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.75, 1.0]",0.8817,0.0524,0.0183,0.6393,0.018600000000000002,0.1445,0.0,0.0,0.0,0.0,0.0,0.0,0.053200000000000004,0.0,0.0,0.0,0.011200000000000002,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.7857999999999999,0.0562,0.0634,0.4525,0.1653,0.0848,0.0,0.0,0.058499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.024700000000000003,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(19.83, 186.94]","(0.5, 0.75]",0.802,0.053,0.1471,0.41259999999999997,0.0,0.1409,0.0,0.0,0.0701,0.0,0.0,0.0,0.038900000000000004,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.5, 0.75]",0.8872,0.056100000000000004,0.0302,0.6990999999999999,0.0818,0.0308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199,0.0425,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.75, 1.0]",0.8543000000000001,0.0493,0.0364,0.5538000000000001,0.0102,0.2391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,0.0,0.025099999999999997,0.0,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.5, 0.75]",0.929,0.0013,0.07519999999999999,0.5699000000000001,0.1507,0.1845,0.0116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012199999999999999,0.0,0.0,0.0,0.0
混合型,大盘价值,"(2.009, 4.665]","(0.0, 0.25]",0.8136,0.060599999999999994,0.0701,0.764,0.0174,0.0036,0.0,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.5, 0.75]",0.7723,0.2006,0.0213,0.3814,0.1711,0.1376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015700000000000002,0.0363,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(2.009, 4.665]","(0.75, 1.0]",0.9262,0.0022,0.0785,0.5700999999999999,0.0,0.049699999999999994,0.1198,0.0,0.0,0.0,0.0,0.0,0.0,0.0493,0.059500000000000004,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.75, 1.0]",0.865,0.0,0.1381,0.6386,0.059500000000000004,0.0,0.0,0.10099999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.061,0.0,0.0,0.0,0.0
混合型,中盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.8094,0.0,0.1886,0.6277,0.0002,0.1152,0.0,0.026600000000000002,0.0,0.0,0.0,0.0,0.0397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.5, 0.75]",0.7817000000000001,0.0,0.217,0.4153,0.0070999999999999995,0.2181,0.0,0.0,0.098,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.5, 0.75]",0.7547,0.0,0.2343,0.36479999999999996,0.0101,0.25739999999999996,0.0,0.0,0.0726,0.0,0.0496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,中盘价值,"(4.665, 9.03]","(0.5, 0.75]",0.941,0.0,0.068,0.5106,0.0,0.2815,0.0,0.044199999999999996,0.0,0.050199999999999995,0.0,0.0,0.0,0.0,0.0,0.045599999999999995,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(9.03, 19.83]","(0.0, 0.25]",0.8984000000000001,0.0,0.106,0.4941,0.0,0.2818,0.0513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047400000000000005,0.0,0.018000000000000002,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.25, 0.5]",0.8945000000000001,0.0,0.10779999999999999,0.6167,0.0,0.2198,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0143,0.0182,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.75, 1.0]",0.7857,0.1512,0.0895,0.4178,0.0,0.3136,0.0694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.25, 0.5]",0.9470000000000001,0.0,0.0553,0.5555,0.0034000000000000002,0.0,0.1423,0.0,0.15259999999999999,0.0,0.0928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.5, 0.75]",0.8828,0.0603,0.0179,0.575,0.0664,0.10099999999999999,0.0,0.0,0.0,0.0,0.0434,0.0,0.0,0.0,0.0,0.0,0.0418,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(2.009, 4.665]","(0.25, 0.5]",0.8691,0.0557,0.0256,0.5598,0.0858,0.0625,0.0,0.0,0.0,0.0,0.0733,0.0,0.0,0.0,0.0,0.0,0.0387,0.0,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.25, 0.5]",0.8964,0.0575,0.1186,0.8161,0.0021,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012199999999999999,0.0,0.0384,0.0,0.0
股票指数,大盘价值,"(4.665, 9.03]","(0.5, 0.75]",0.9449,0.0076,0.048600000000000004,0.5442,0.2861,0.032799999999999996,0.0352,0.0171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.5, 0.75]",0.9101,0.0467,0.0471,0.664,0.0271,0.0562,0.0,0.0,0.0,0.0344,0.0,0.0,0.0,0.0,0.0,0.0594,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(2.009, 4.665]","(0.5, 0.75]",0.9124,0.0004,0.0745,0.5999,0.0684,0.1085,0.0426,0.08529999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.5, 0.75]",0.9063,0.0,0.1148,0.7278,0.0392,0.045599999999999995,0.030899999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0321,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.5, 0.75]",0.9115000000000001,0.0008,0.0916,0.6153,0.045700000000000005,0.0902,0.0,0.030899999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030699999999999998,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(2.009, 4.665]","(0.0, 0.25]",0.9138,0.0004,0.0902,0.44880000000000003,0.25170000000000003,0.034,0.038599999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022799999999999997,0.0,0.0,0.0
混合型,大盘平衡,"(4.665, 9.03]","(0.5, 0.75]",0.8911,0.0,0.0959,0.5375,0.10890000000000001,0.16699999999999998,0.037000000000000005,0.0,0.0,0.0,0.0,0.0,0.0407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票型,大盘价值,"(9.03, 19.83]","(0.5, 0.75]",0.8729,0.0472,0.0785,0.2815,0.2841,0.0,0.0906,0.0,0.0,0.0,0.0,0.0,0.0,0.0339,0.0,0.0,0.0,0.09119999999999999,0.0,0.0,0.0
混合型,大盘价值,"(4.665, 9.03]","(0.0, 0.25]",0.8752,0.0,0.1438,0.46270000000000006,0.0817,0.0,0.21789999999999998,0.0,0.0,0.0408,0.0329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(9.03, 19.83]","(0.75, 1.0]",0.8384,0.0,0.1689,0.5572,0.0,0.1273,0.0969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149,0.0,0.0,0.023799999999999998,0.0,0.0,0.0
混合型,大盘平衡,"(9.03, 19.83]","(0.0, 0.25]",0.8040999999999999,0.0,0.1867,0.5136999999999999,0.038,0.1036,0.0254,0.0,0.0,0.0,0.047400000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
股票指数,大盘价值,"(4.665, 9.03]","(0.5, 0.75]",0.9445999999999999,0.0,0.054900000000000004,0.3685,0.3821,0.0,0.0421,0.0275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024399999999999998,0.0,0.0,0.0
混合型,大盘成长,"(2.009, 4.665]","(0.0, 0.25]",0.857,0.0,0.1427,0.5733,0.014199999999999999,0.201,0.0,0.0,0.014499999999999999,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.75, 1.0]",0.9063,0.0,0.1,0.7664,0.0,0.0219,0.0,0.0,0.0,0.0444,0.0,0.0,0.0,0.0,0.0,0.049,0.015300000000000001,0.0,0.0,0.0,0.0
混合型,大盘价值,"(2.009, 4.665]","(0.0, 0.25]",0.8491,0.0,0.1386,0.4111,0.0,0.0008,0.0,0.0,0.0,0.0147,0.4012,0.0,0.0,0.0,0.0,0.0,0.0,0.0206,0.0,0.0,0.0
混合型,大盘成长,"(4.665, 9.03]","(0.75, 1.0]",0.9274,0.0,0.0758,0.6668000000000001,0.0,0.0745,0.045899999999999996,0.0617,0.0,0.0,0.0754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(2.009, 4.665]","(0.5, 0.75]",0.88,0.0,0.1226,0.6709999999999999,0.0021,0.057,0.14980000000000002,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混合型,大盘价值,"(19.83, 186.94]","(0.75, 1.0]",0.7695000000000001,0.2054,0.027999999999999997,0.5760000000000001,0.0453,0.0,0.0,0.051,0.029500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362
混合型,大盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.9209,0.0098,0.077,0.6997,0.0388,0.0,0.0,0.0,0.12179999999999999,0.0,0.0,0.0,0.0291,0.0,0.0,0.0276,0.0,0.0,0.0,0.0,0.0
混合型,大盘平衡,"(19.83, 186.94]","(0.75, 1.0]",0.9159999999999999,0.044199999999999996,0.055999999999999994,0.6759000000000001,0.042199999999999994,0.0,0.0,0.0,0.1445,0.0,0.0,0.0,0.0342,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0
